0.00 0.00
1.00 0.87
2.00 0.98
3.00 0.99
4.00 0.96
5.00 0.94
6.00 0.93
7.00 0.87
8.00 0.88
9.00 0.84
10.00 0.78
11.00 0.71
12.00 0.65
13.00 0.57
14.00 0.51
15.00 0.45
16.00 0.41
17.00 0.41
18.00 0.32
19.00 0.34
20.00 0.33
21.00 0.29
22.00 0.24
23.00 0.27
24.00 0.20
25.00 0.20
26.00 0.19
27.00 0.19
28.00 0.23
29.00 0.20
30.00 0.20
31.00 0.23
32.00 0.25
33.00 0.22
34.00 0.21
35.00 0.15
36.00 0.20
37.00 0.25
38.00 0.19
39.00 0.19
40.00 0.24
41.00 0.26
42.00 0.28
43.00 0.19
44.00 0.27
45.00 0.26
46.00 0.26
47.00 0.24
48.00 0.26
49.00 0.32
50.00 0.35
51.00 0.36
52.00 0.30
53.00 0.28
54.00 0.26
55.00 0.33
56.00 0.28
57.00 0.29
58.00 0.29
59.00 0.29
60.00 0.26
61.00 0.24
62.00 0.31
63.00 0.37
64.00 0.37
65.00 0.36
66.00 0.38
67.00 0.38
68.00 0.32
69.00 0.39
70.00 0.37
71.00 0.36
72.00 0.51
73.00 0.44
74.00 0.40
75.00 0.45
76.00 0.48
77.00 0.44
78.00 0.42
79.00 0.52
80.00 0.41
81.00 0.52
82.00 0.45
83.00 0.37
84.00 0.39
85.00 0.22
86.00 0.44
87.00 0.31
88.00 0.22
89.00 0.43
90.00 0.43
91.00 0.43
92.00 0.56
93.00 0.62
94.00 0.65
95.00 0.69
96.00 0.55
97.00 0.52
98.00 0.50
99.00 0.45
100.00 0.75
101.00 0.64
102.00 0.87
103.00 1.01
104.00 1.00
105.00 1.00
106.00 1.00
107.00 1.00
108.00 1.00
