0.00 0.00
1.00 0.87
2.00 0.97
3.00 0.96
4.00 0.96
5.00 0.90
6.00 0.89
7.00 0.83
8.00 0.79
9.00 0.76
10.00 0.69
11.00 0.62
12.00 0.58
13.00 0.55
14.00 0.50
15.00 0.46
16.00 0.42
17.00 0.36
18.00 0.34
19.00 0.35
20.00 0.29
21.00 0.30
22.00 0.26
23.00 0.25
24.00 0.21
25.00 0.23
26.00 0.30
27.00 0.24
28.00 0.23
29.00 0.20
30.00 0.24
31.00 0.28
32.00 0.21
33.00 0.23
34.00 0.27
35.00 0.27
36.00 0.23
37.00 0.15
38.00 0.21
39.00 0.19
40.00 0.20
41.00 0.17
42.00 0.25
43.00 0.27
44.00 0.28
45.00 0.26
46.00 0.24
47.00 0.25
48.00 0.22
49.00 0.28
50.00 0.32
51.00 0.27
52.00 0.29
53.00 0.32
54.00 0.29
55.00 0.26
56.00 0.35
57.00 0.28
58.00 0.20
59.00 0.23
60.00 0.28
61.00 0.30
62.00 0.29
63.00 0.32
64.00 0.32
65.00 0.38
66.00 0.38
67.00 0.32
68.00 0.29
69.00 0.36
70.00 0.36
71.00 0.36
72.00 0.34
73.00 0.36
74.00 0.43
75.00 0.42
76.00 0.46
77.00 0.37
78.00 0.41
79.00 0.38
80.00 0.50
81.00 0.44
82.00 0.27
83.00 0.43
84.00 0.36
85.00 0.52
86.00 0.45
87.00 0.45
88.00 0.59
89.00 0.42
90.00 0.63
91.00 0.64
92.00 0.57
93.00 0.74
94.00 0.67
95.00 0.47
96.00 0.51
97.00 0.40
98.00 0.72
99.00 0.60
100.00 0.80
101.00 1.00
102.00 1.00
103.00 1.00
104.00 1.00
105.00 1.00
106.00 1.00
107.00 1.00
