0.00 0.00
1.00 0.87
2.00 0.97
3.00 0.98
4.00 0.98
5.00 0.92
6.00 0.90
7.00 0.80
8.00 0.73
9.00 0.68
10.00 0.68
11.00 0.62
12.00 0.57
13.00 0.50
14.00 0.52
15.00 0.44
16.00 0.40
17.00 0.38
18.00 0.33
19.00 0.29
20.00 0.26
21.00 0.26
22.00 0.27
23.00 0.22
24.00 0.21
25.00 0.23
26.00 0.26
27.00 0.23
28.00 0.26
29.00 0.26
30.00 0.27
31.00 0.27
32.00 0.27
33.00 0.19
34.00 0.25
35.00 0.27
36.00 0.27
37.00 0.25
38.00 0.22
39.00 0.26
40.00 0.17
41.00 0.18
42.00 0.15
43.00 0.14
44.00 0.23
45.00 0.30
46.00 0.20
47.00 0.27
48.00 0.29
49.00 0.30
50.00 0.27
51.00 0.16
52.00 0.16
53.00 0.30
54.00 0.20
55.00 0.24
56.00 0.27
57.00 0.35
58.00 0.36
59.00 0.34
60.00 0.33
61.00 0.32
62.00 0.30
63.00 0.27
64.00 0.35
65.00 0.37
66.00 0.38
67.00 0.44
68.00 0.37
69.00 0.37
70.00 0.21
71.00 0.26
72.00 0.25
73.00 0.34
74.00 0.34
75.00 0.40
76.00 0.39
77.00 0.50
78.00 0.45
79.00 0.47
80.00 0.44
81.00 0.52
82.00 0.44
83.00 0.43
84.00 0.48
85.00 0.47
86.00 0.40
87.00 0.52
88.00 0.66
89.00 0.60
90.00 0.60
91.00 0.69
92.00 0.77
93.00 0.57
94.00 0.61
95.00 0.76
96.00 0.77
97.00 0.93
98.00 1.00
99.00 1.00
100.00 1.00
101.00 1.00
102.00 1.00
