1 7.64
2 9.26
3 10.23
4 11.16
5 12.18
6 12.98
7 13.44
8 14.72
9 15.06
10 15.71
11 16.96
12 17.53
13 18.14
14 18.49
15 19.27
16 20.48
17 20.82
18 21.37
19 21.57
20 22.67
21 22.72
22 23.76
23 23.77
24 24.77
25 25.49
26 26.06
27 26.08
28 27.37
29 27.72
30 28.75
31 29.15
32 29.59
33 30.56
34 30.65
35 31.54
36 32.62
37 32.82
38 33.89
39 34.63
40 34.83
41 35.30
42 36.01
43 37.18
44 38.13
45 38.87
46 39.28
47 39.89
48 40.33
49 41.11
50 41.86
51 42.51
52 43.70
53 44.72
54 45.71
55 46.97
56 48.20
57 49.21
58 49.73
59 50.30
60 51.49
61 51.82
62 52.57
63 53.35
64 54.60
65 55.76
66 57.09
67 58.04
68 59.10
69 60.39
70 60.82
71 61.56
72 62.48
73 63.59
74 64.17
75 65.27
76 66.57
77 67.78
78 68.70
79 69.99
80 70.00
81 70.98
82 71.99
83 73.16
84 74.34
85 77.12
86 78.32
87 79.41
88 80.36
89 81.67
90 82.84
91 84.07
92 85.35
93 87.16
94 88.77
95 91.66
96 93.02
97 94.25
98 97.33
99 100.79
100 102.84
