82.13 90
87.63 94
77.07 86
45.26 52
44.77 51
68.52 79
75.85 85
84.82 92
51.78 62
40.82 47
30.04 30
51.39 61
33.76 37
58.91 70
67.15 78
14.56 7
30.89 31
14.49 6
32.36 34
60.06 72
16.90 10
34.07 38
105.82 100
39.66 46
58.95 71
73.36 83
92.48 96
54.74 66
26.26 24
66.22 77
78.23 87
46.50 55
16.22 9
33.30 36
37.59 43
56.98 68
33.06 35
17.34 11
18.18 12
31.18 32
63.76 75
74.55 84
83.39 91
28.28 28
46.22 54
49.41 59
37.96 44
53.99 65
47.51 56
102.80 99
90.88 95
22.73 19
94.37 97
45.89 53
52.75 63
48.23 57
36.02 40
12.60 4
27.88 27
65.04 76
24.05 21
35.06 39
27.15 26
10.07 2
15.53 8
26.98 25
28.98 29
62.62 74
36.73 42
49.23 58
42.98 49
81.04 89
20.66 16
43.95 50
11.52 3
13.54 5
25.11 22
58.00 69
79.34 88
19.78 14
38.80 45
53.71 64
61.23 73
42.00 48
55.91 67
25.34 23
86.06 93
36.48 41
70.76 81
31.28 33
21.71 17
69.57 80
23.61 20
50.19 60
19.35 13
20.30 15
21.78 18
8.78 1
72.03 82
95.87 98
