0.00 0.00
1.00 20.10
2.00 24.52
3.00 24.57
4.00 24.26
5.00 22.91
6.00 22.68
7.00 20.57
8.00 19.71
9.00 18.63
10.00 17.26
11.00 14.88
12.00 14.30
13.00 13.20
14.00 12.73
15.00 11.06
16.00 9.79
17.00 9.26
18.00 8.75
19.00 8.45
20.00 7.87
21.00 8.24
22.00 7.25
23.00 6.31
24.00 6.10
25.00 6.61
26.00 8.25
27.00 6.03
28.00 6.49
29.00 4.91
30.00 6.32
31.00 7.65
32.00 5.08
33.00 6.00
34.00 6.55
35.00 6.95
36.00 5.01
37.00 3.93
38.00 6.31
39.00 4.23
40.00 5.80
41.00 4.42
42.00 7.13
43.00 6.87
44.00 7.13
45.00 7.48
46.00 6.03
47.00 7.00
48.00 5.50
49.00 7.52
50.00 8.53
51.00 7.68
52.00 7.14
53.00 8.77
54.00 7.12
55.00 7.45
56.00 9.36
57.00 7.89
58.00 5.40
59.00 6.09
60.00 7.37
61.00 7.92
62.00 5.70
63.00 8.71
64.00 8.44
65.00 8.90
66.00 9.68
67.00 7.08
68.00 8.16
69.00 8.99
70.00 9.34
71.00 10.02
72.00 7.18
73.00 7.45
74.00 10.73
75.00 10.07
76.00 10.68
77.00 9.55
78.00 9.91
79.00 9.43
80.00 12.07
81.00 10.23
82.00 7.87
83.00 10.39
84.00 9.74
85.00 11.84
86.00 11.64
87.00 10.94
88.00 13.45
89.00 11.42
90.00 13.79
91.00 13.51
92.00 13.77
93.00 16.54
94.00 15.08
95.00 11.95
96.00 11.96
97.00 9.00
98.00 15.73
99.00 14.18
100.00 16.84
101.00 22.18
102.00 22.10
103.00 21.95
104.00 20.76
105.00 20.76
106.00 20.76
107.00 20.76
