0.00 0.00
1.00 19.88
2.00 24.56
3.00 24.78
4.00 24.11
5.00 22.87
6.00 21.23
7.00 19.59
8.00 18.15
9.00 17.68
10.00 15.92
11.00 15.28
12.00 14.70
13.00 14.31
14.00 13.96
15.00 11.99
16.00 11.26
17.00 10.21
18.00 7.93
19.00 7.55
20.00 5.74
21.00 7.26
22.00 7.78
23.00 8.09
24.00 6.94
25.00 8.03
26.00 8.71
27.00 6.08
28.00 6.88
29.00 4.65
30.00 6.92
31.00 6.09
32.00 6.72
33.00 6.85
34.00 7.02
35.00 5.24
36.00 5.69
37.00 6.77
38.00 6.24
39.00 6.18
40.00 6.16
41.00 6.47
42.00 6.70
43.00 6.25
44.00 5.39
45.00 7.24
46.00 7.22
47.00 6.23
48.00 7.08
49.00 7.93
50.00 7.89
51.00 7.14
52.00 4.51
53.00 5.46
54.00 5.35
55.00 6.94
56.00 6.21
57.00 6.28
58.00 6.93
59.00 9.10
60.00 9.29
61.00 6.90
62.00 7.97
63.00 8.22
64.00 8.37
65.00 5.44
66.00 7.30
67.00 8.39
68.00 10.55
69.00 6.39
70.00 8.92
71.00 8.22
72.00 8.03
73.00 7.80
74.00 10.91
75.00 8.82
76.00 9.79
77.00 10.67
78.00 9.68
79.00 9.55
80.00 10.21
81.00 10.02
82.00 10.87
83.00 12.31
84.00 9.99
85.00 13.10
86.00 12.89
87.00 12.81
88.00 15.34
89.00 13.83
90.00 15.86
91.00 12.76
92.00 11.39
93.00 16.40
94.00 12.12
95.00 11.48
96.00 7.81
97.00 8.73
98.00 16.41
99.00 17.22
100.00 20.37
101.00 26.94
102.00 26.72
103.00 26.61
104.00 25.22
105.00 25.21
106.00 25.21
