41.14 47
52.53 61
86.84 93
19.36 14
31.89 34
34.14 38
69.05 79
47.70 54
56.43 66
60.92 71
48.91 57
24.90 23
79.14 87
36.38 40
36.90 41
37.48 42
51.20 59
29.88 31
18.48 12
22.90 19
40.18 46
44.20 50
25.96 25
99.26 98
55.25 65
73.64 83
67.84 78
42.78 49
66.80 77
71.50 81
33.20 37
10.08 3
16.36 10
106.27 100
59.27 69
62.09 72
65.14 75
65.69 76
14.55 8
32.71 36
54.81 64
60.38 70
80.23 88
39.42 45
19.39 15
53.16 62
81.34 89
38.32 43
46.55 52
45.23 51
11.22 4
28.18 28
74.55 84
24.33 22
46.64 53
32.12 35
103.25 99
48.50 56
63.13 73
25.77 24
22.92 20
85.08 92
95.10 95
17.38 11
39.14 44
21.89 18
35.17 39
11.93 5
27.12 26
41.61 48
8.86 2
48.34 55
20.55 16
57.37 67
58.22 68
75.69 85
77.85 86
28.97 29
21.61 17
90.12 94
23.90 21
31.54 33
82.48 90
18.57 13
70.29 80
13.67 7
64.16 74
29.50 30
15.36 9
7.55 1
98.05 97
27.97 27
72.78 82
51.35 60
50.11 58
83.70 91
30.35 32
96.23 96
53.56 63
13.10 6
