4.96 34.47
4.96 38.19
4.96 32.52
4.96 38.40
4.96 35.97
4.96 39.34
4.96 39.98
4.96 37.69
4.96 34.69
4.96 34.22
2.88 37.04
2.88 35.27
2.88 36.50
2.88 33.40
2.88 36.82
2.88 35.65
2.88 35.80
2.88 35.76
2.88 35.42
2.88 34.56
0.80 104.44
0.80 107.03
0.80 103.95
0.80 104.05
0.80 108.53
0.80 104.95
0.80 104.31
0.80 109.98
0.80 109.47
0.80 101.68
2.36 37.19
2.36 38.29
2.36 38.16
2.36 35.43
2.36 38.62
2.36 40.09
2.36 38.16
2.36 36.51
2.36 37.83
2.36 39.21
5.48 35.81
5.48 35.08
5.48 41.41
5.48 34.13
5.48 36.06
5.48 38.10
5.48 38.69
5.48 34.76
5.48 35.66
5.48 39.25
1.84 46.55
1.84 44.01
1.84 47.57
1.84 45.65
1.84 44.05
1.84 44.76
1.84 45.91
1.84 46.19
1.84 45.30
1.84 46.98
4.44 33.47
4.44 35.24
4.44 33.23
4.44 34.27
4.44 40.11
4.44 33.97
4.44 33.10
4.44 36.48
4.44 36.49
4.44 34.88
3.92 35.17
3.92 35.44
3.92 37.29
3.92 39.74
3.92 34.56
3.92 34.32
3.92 34.98
3.92 41.19
3.92 33.63
3.92 32.76
6.00 38.92
6.00 38.09
6.00 34.27
6.00 33.23
6.00 45.00
6.00 40.10
6.00 34.14
6.00 36.92
6.00 38.32
6.00 35.53
1.32 60.08
1.32 61.21
1.32 60.27
1.32 61.95
1.32 61.03
1.32 61.53
1.32 61.77
1.32 60.27
1.32 60.20
1.32 57.24
3.40 32.07
3.40 35.21
3.40 34.95
3.40 36.63
3.40 33.19
3.40 35.25
3.40 35.29
3.40 31.66
3.40 37.50
3.40 31.77
