17.09 10
44.86 51
33.86 35
83.38 88
22.82 19
53.38 62
90.35 92
68.41 79
88.87 91
59.93 70
93.83 94
73.59 83
14.04 6
66.86 77
13.68 5
45.59 52
57.94 68
38.69 42
35.02 37
44.43 50
40.60 46
46.36 53
65.28 75
8.24 1
30.00 29
58.83 69
84.95 89
25.07 22
24.04 21
29.33 28
50.97 59
98.85 97
26.21 24
46.70 54
35.31 38
47.79 55
39.22 43
27.64 26
23.81 20
39.74 44
11.35 3
54.93 64
43.59 49
31.77 32
42.27 48
21.34 17
61.08 71
10.12 2
36.26 39
20.22 15
41.26 47
48.63 56
18.60 13
22.60 18
109.20 100
82.31 87
36.72 40
86.43 90
18.43 12
19.58 14
106.29 99
32.34 33
15.93 8
96.96 96
30.33 30
53.56 63
48.98 57
55.84 65
56.24 66
63.15 73
40.49 45
16.97 9
17.94 11
80.95 86
78.33 85
51.31 60
66.07 76
75.59 84
15.07 7
71.00 81
37.53 41
68.37 78
13.02 4
34.17 36
69.73 80
52.38 61
49.92 58
57.32 67
28.01 27
101.96 98
64.33 74
32.89 34
26.72 25
95.77 95
20.81 16
92.58 93
62.07 72
30.86 31
25.68 23
72.34 82
