83.43 90
33.87 36
28.15 28
58.70 67
75.43 83
66.14 76
38.33 43
46.38 53
30.61 31
40.06 45
65.10 75
53.81 62
29.47 30
35.34 39
58.84 68
64.84 74
69.45 79
61.74 71
80.00 87
22.18 19
45.61 52
49.65 57
12.43 4
21.46 18
26.41 25
102.20 98
44.04 50
59.76 69
25.29 24
24.54 22
109.38 100
62.83 72
40.72 46
70.57 80
82.05 89
87.68 92
44.37 51
32.04 34
92.17 93
17.06 11
24.70 23
20.08 15
31.54 33
27.00 26
27.66 27
21.28 17
14.79 8
54.23 63
68.15 78
78.68 86
86.44 91
52.99 61
46.48 54
34.42 37
30.61 32
37.24 41
73.04 82
11.36 3
48.75 56
14.33 7
29.35 29
71.78 81
32.68 35
9.46 1
19.45 14
20.44 16
15.30 9
13.22 5
18.26 12
52.62 60
34.92 38
77.51 85
51.92 59
19.01 13
41.18 47
13.93 6
57.47 66
16.91 10
23.48 21
76.47 84
50.76 58
36.15 40
37.44 42
55.48 64
98.11 96
56.21 65
60.65 70
63.67 73
106.19 99
39.23 44
43.03 49
99.88 97
80.85 88
23.43 20
96.17 95
10.29 2
94.18 94
47.77 55
67.18 77
41.84 48
