37.25 38
43.27 46
84.90 90
86.13 91
22.01 16
43.73 47
95.13 96
23.31 18
46.89 52
31.63 32
51.80 58
45.41 49
73.94 82
29.91 28
33.69 34
61.86 69
54.28 61
7.62 1
21.90 15
40.86 43
65.82 74
22.28 17
26.78 23
55.31 62
34.70 35
29.43 27
76.15 84
62.39 70
57.95 65
48.89 54
89.90 93
17.20 10
46.82 51
72.89 81
80.73 88
46.05 50
64.82 73
11.20 3
98.84 98
58.92 66
12.21 4
27.96 25
37.76 39
18.91 12
60.80 68
71.65 80
52.23 59
59.65 67
20.23 13
79.49 87
102.25 99
14.79 7
77.02 85
69.68 78
9.61 2
75.04 83
30.79 30
56.37 63
82.58 89
50.91 57
42.94 45
96.47 97
28.72 26
35.76 37
62.94 71
39.14 41
23.83 19
41.73 44
53.17 60
38.41 40
49.91 55
68.13 76
25.60 21
47.92 53
70.72 79
40.10 42
13.79 6
64.11 72
26.22 22
32.36 33
50.48 56
30.36 29
68.69 77
57.52 64
20.77 14
91.38 94
78.41 86
67.08 75
17.97 11
93.67 95
13.55 5
27.59 24
16.87 9
44.94 48
104.73 100
24.61 20
88.54 92
15.78 8
31.62 31
34.84 36
